age,gender,region,tenure_years,annual_income,credit_score,account_balance,monthly_salary_deposit,avg_monthly_spend,num_products,has_credit_card,has_mortgage,has_personal_loan,has_investment_account,credit_card_monthly_usage,mobile_app_logins_per_month,online_banking_logins_per_month,branch_visits_per_quarter,customer_service_calls,complaints_last_12m,late_payment_count,balance_change_6m_pct,transaction_count_monthly,digital_engagement_score,churn
36,Female,Alberta,8,88978.97,670,43020.81,7468.75,2296.17,2,1,1,0,1,2775.42,21,17,4,5,0,0,9.92,35,19.6,0
55,Male,Ontario,10,85614.77,749,27637.0,7103.17,2065.81,3,1,0,1,0,1533.31,27,23,6,1,0,1,-17.9,35,25.6,1
39,Female,Quebec,14,130625.53,697,0.0,10889.81,1262.64,2,1,1,0,1,2662.48,32,33,1,3,1,0,5.88,40,32.35,0
36,Male,Quebec,13,70198.67,659,37732.07,5498.44,2753.51,1,0,0,0,1,0.0,38,9,4,2,0,0,14.25,46,27.85,0
75,Female,Ontario,10,56263.57,823,46639.77,5448.89,2960.22,2,1,0,0,1,1352.38,40,12,6,4,1,2,24.78,49,30.2,0
75,Male,Ontario,0,80973.58,775,82846.6,6304.38,1392.1,3,1,0,0,0,2198.71,34,22,0,3,0,1,-3.31,24,29.8,1
34,Female,British Columbia,15,106506.89,710,45848.11,10229.99,5456.25,2,1,1,0,0,2185.92,29,31,3,3,1,0,6.23,20,29.7,0
42,Male,British Columbia,6,81670.17,680,50404.67,6765.39,1554.11,1,1,0,0,1,1598.33,38,13,2,0,0,0,9.49,41,29.25,0
35,Female,Quebec,6,67226.96,625,20857.46,5014.15,4758.89,1,1,0,0,0,1932.89,42,14,0,4,1,0,2.78,41,32.2,0
73,Female,Ontario,12,111207.01,548,61944.33,9738.65,1565.28,3,1,1,0,0,1931.54,16,24,4,2,0,0,-12.34,32,18.8,0
45,Male,Ontario,3,80056.34,739,40753.31,7567.12,2854.0,2,1,0,1,0,1648.18,18,15,2,3,0,1,-10.55,12,16.95,0
28,Female,Quebec,7,141894.89,685,25408.02,10739.67,4564.52,2,1,0,0,0,1433.02,7,19,1,2,0,1,7.37,20,11.2,0
62,Female,Quebec,12,82259.27,612,42214.33,6841.63,3466.66,4,1,1,0,1,1808.14,41,22,6,0,1,0,17.31,20,34.35,0
62,Female,British Columbia,9,124545.6,634,37869.71,11837.62,4633.33,2,1,0,0,0,2215.05,11,24,2,0,0,0,-6.15,41,15.55,0
73,Female,Ontario,9,111392.53,576,0.0,8541.11,1938.52,1,1,0,0,1,1913.19,23,11,0,4,1,0,9.31,29,18.8,0
35,Male,Quebec,3,53114.75,773,54751.59,4233.78,2396.92,3,1,0,0,0,1814.65,32,28,6,2,2,0,-6.12,28,30.6,0
49,Female,Quebec,7,87224.72,746,75944.79,7292.57,2304.46,1,1,0,1,0,2067.99,27,14,1,1,1,0,1.7,36,22.45,0
53,Female,Ontario,6,67260.68,659,52195.83,5640.9,4401.95,3,1,1,0,1,1684.93,31,6,3,1,0,1,15.2,15,22.25,0
69,Male,Ontario,9,84632.75,633,0.0,7297.2,606.33,1,1,0,0,0,1773.38,20,25,7,2,0,0,11.26,22,21.75,0
70,Female,Alberta,6,123905.08,679,37625.33,9146.54,4009.62,1,1,0,0,1,775.74,22,15,7,1,0,0,16.15,14,19.55,0
69,Male,Alberta,10,76313.28,638,14340.69,5938.72,999.13,2,1,0,0,0,3706.32,25,10,5,4,0,0,0.13,24,19.75,1
59,Female,Ontario,2,85515.12,592,3442.84,6309.08,2251.19,1,1,0,0,1,1849.62,0,22,3,1,1,0,-10.11,35,7.7,0
64,Female,Quebec,7,78012.25,555,16493.1,5856.73,3077.83,2,0,0,1,1,0.0,22,12,0,0,0,0,-14.28,27,18.5,0
24,Male,British Columbia,6,63298.07,726,54324.04,5158.16,2793.02,2,0,1,0,0,0.0,35,7,7,2,0,0,23.95,25,25.2,0
21,Female,Alberta,2,84867.7,850,0.0,7591.08,2016.09,2,1,0,1,0,2523.59,37,0,2,3,1,0,-3.59,18,24.05,0
26,Male,Quebec,11,121395.43,826,31612.14,9384.8,3206.84,1,1,0,1,0,2439.46,25,9,2,1,0,0,8.46,41,19.4,0
59,Male,Ontario,15,93004.56,659,83699.21,5956.24,4752.81,2,1,0,0,0,1085.03,34,19,5,3,0,0,8.29,66,28.75,0
26,Male,Quebec,6,111411.52,679,33371.16,9719.87,2236.11,1,1,0,0,0,2866.08,31,7,8,2,0,0,-3.41,35,22.6,0
54,Female,British Columbia,8,153336.91,608,37313.19,13077.83,4564.01,1,1,0,0,0,1210.57,1,14,6,1,0,0,-5.21,22,5.55,0
29,Male,Quebec,10,120536.39,716,56694.69,10871.3,3463.59,1,1,1,1,0,3088.13,22,8,4,7,0,1,6.63,7,17.1,0
45,Male,Quebec,11,121419.38,741,25089.26,9745.23,3604.87,1,1,0,0,0,1381.17,8,1,2,0,1,0,-12.39,34,5.55,1
36,Male,British Columbia,11,85444.63,713,87545.79,7682.63,2389.41,1,1,0,0,0,3307.52,12,7,1,1,0,0,15.67,13,10.25,0
42,Male,Ontario,8,39783.93,723,46346.94,2841.49,1747.46,3,1,1,0,1,2764.49,6,5,8,3,0,0,3.39,19,5.65,0
25,Male,Ontario,9,111843.52,614,41335.16,9532.77,1505.22,1,0,0,0,0,0.0,43,12,7,1,0,0,-3.3,40,32.15,0
32,Male,Alberta,15,28886.83,519,15788.45,2420.72,2679.16,1,1,1,0,0,1624.06,44,2,6,2,0,0,-3.34,15,29.3,0
46,Female,British Columbia,12,66157.5,680,27539.49,6545.61,2078.75,2,1,0,1,0,1151.52,5,2,8,4,0,1,-4.48,47,3.95,0
65,Male,Ontario,2,82789.55,688,22431.66,6319.58,2858.83,2,1,0,1,0,2246.01,2,0,4,2,0,0,-19.25,1,1.3,0
29,Male,Ontario,14,52615.04,668,22281.42,5270.79,3175.49,2,0,0,0,0,0.0,9,11,2,1,1,0,1.19,47,9.7,0
40,Female,British Columbia,10,63271.69,610,3003.24,6003.59,1681.67,2,1,0,1,0,342.71,9,10,7,4,0,0,-9.74,25,9.35,0
67,Male,Ontario,8,101622.45,806,10681.73,8279.62,2533.41,1,1,0,0,1,2382.19,30,26,2,1,1,0,0.79,48,28.6,0
71,Female,Alberta,11,108799.16,696,31711.5,8375.9,2445.67,3,0,1,0,0,0.0,2,16,7,5,0,0,25.63,18,6.9,0
48,Male,Alberta,12,71040.49,638,2989.37,5993.92,1937.06,1,1,1,0,0,2914.91,36,23,8,3,0,0,-10.56,39,31.45,0
74,Male,Ontario,2,88568.73,794,5157.83,8097.56,4590.96,1,0,1,0,0,0.0,23,26,5,4,1,0,-18.39,41,24.05,0
45,Male,Ontario,9,90992.71,620,0.0,7661.37,1142.16,1,1,0,0,1,2033.75,8,10,7,3,0,0,-0.22,17,8.7,0
55,Male,Alberta,13,150622.5,646,27228.31,12142.51,3117.59,2,1,0,0,0,2394.73,37,13,0,3,0,0,5.38,58,28.6,0
54,Female,Ontario,12,55502.49,701,93139.83,5386.32,50.0,4,1,0,0,0,484.17,41,33,8,2,0,0,-6.37,36,38.2,0
70,Male,Quebec,2,58313.98,614,66773.32,5658.87,3897.44,1,0,1,0,0,0.0,6,6,2,0,1,0,-7.76,32,6.0,1
33,Male,Quebec,5,37019.01,751,29877.78,3826.26,1930.02,1,1,0,1,0,2577.49,21,0,4,5,2,0,8.64,35,13.65,0
62,Female,Ontario,5,110989.63,579,52979.71,10208.38,2015.75,1,0,0,1,0,0.0,7,12,7,2,0,1,7.81,15,8.75,0
75,Female,Quebec,2,46780.91,738,53545.93,3798.72,4280.02,2,1,0,0,0,3327.48,17,3,7,1,0,0,18.81,42,12.1,0
73,Female,Alberta,10,85559.18,767,0.0,7067.73,3931.3,3,1,0,0,0,1821.08,32,26,5,3,0,0,-3.73,18,29.9,0
58,Male,Quebec,6,62139.03,820,59477.17,5369.5,4763.17,2,0,0,1,0,0.0,14,2,0,1,1,2,-5.38,48,9.8,0
69,Male,Quebec,3,79806.53,629,49618.14,6213.22,1745.79,3,1,1,0,0,2085.27,11,0,0,3,0,0,1.42,17,7.15,0
50,Male,British Columbia,3,91770.2,771,20158.11,7266.14,3020.39,1,1,0,0,0,2249.85,21,15,7,2,0,0,11.44,40,18.9,0
65,Male,Quebec,15,52243.87,573,26298.38,3826.09,772.24,1,1,0,0,0,2486.18,28,33,4,4,0,0,-2.95,5,29.75,0
46,Female,Ontario,14,93763.33,601,6527.47,8625.56,2308.71,1,1,1,1,0,730.07,24,28,5,1,1,0,-1.45,5,25.4,0
32,Female,Quebec,2,84460.48,759,55700.38,7068.71,2309.56,4,1,1,0,1,2714.02,22,18,4,4,0,0,19.11,45,20.6,0
50,Male,Ontario,7,121777.44,802,66292.64,9515.1,6078.75,1,1,0,0,0,1693.98,23,33,1,0,1,0,-7.78,58,26.5,0
34,Male,Ontario,2,120958.49,583,54363.74,9796.0,2062.93,1,1,0,0,0,4209.91,25,19,5,1,0,0,11.88,35,22.9,0
69,Male,Quebec,7,88245.89,658,0.0,7992.2,3344.38,3,1,1,0,0,0.0,5,17,5,2,0,0,9.03,11,9.2,0
66,Male,Ontario,13,88448.4,804,44404.02,7955.75,5840.08,3,1,0,1,0,3532.35,19,14,4,1,0,1,4.43,49,17.25,0
70,Female,British Columbia,11,116650.82,721,4330.94,10774.71,3494.55,3,1,0,0,0,4012.88,17,8,5,1,1,0,11.21,32,13.85,0
34,Male,Alberta,10,33145.99,600,61197.53,1834.44,3614.38,1,1,1,0,0,2694.12,19,5,3,1,0,1,-14.81,14,14.1,0
35,Female,Alberta,0,125613.21,641,53844.55,10915.24,1101.84,2,1,1,0,0,816.25,10,10,0,2,0,0,-10.3,14,10.0,0
40,Female,Ontario,7,135223.34,658,89520.39,11148.54,3219.55,1,1,0,0,0,1806.02,40,26,1,1,0,0,2.62,14,35.1,0
35,Male,Ontario,2,66217.67,702,25489.47,4720.14,2252.03,2,1,0,0,1,2010.83,32,27,6,0,0,0,-25.59,46,30.25,0
23,Male,Ontario,4,91203.36,820,93882.81,6442.38,3897.22,4,1,0,0,0,2043.01,6,9,4,3,0,1,-14.45,37,7.05,0
74,Male,British Columbia,0,84306.8,637,31323.52,7223.47,4714.65,3,1,0,0,1,662.82,3,4,6,0,0,0,-11.32,17,3.35,0
73,Female,Quebec,0,25000.0,650,34981.8,930.52,2761.41,1,1,1,0,0,1420.23,29,28,5,2,2,0,-10.81,52,28.65,0
65,Female,British Columbia,10,90222.04,680,0.0,6397.49,1026.86,2,1,1,0,1,3623.16,17,0,5,0,1,1,-2.34,23,11.05,1
74,Male,Ontario,7,80165.02,484,19245.14,6485.7,3454.92,1,1,1,1,1,1680.05,37,27,3,0,1,0,3.32,26,33.5,1
38,Male,Quebec,3,140748.07,800,51953.21,11489.15,1914.06,2,1,1,1,1,1592.89,19,34,5,0,0,0,18.64,24,24.25,0
41,Female,Quebec,10,44428.47,586,34339.42,4459.68,50.0,3,1,0,0,0,2586.31,23,9,6,0,1,1,16.95,22,18.1,0
58,Female,Ontario,0,131085.48,610,17161.16,11324.78,1373.46,2,1,1,0,1,3818.7,38,0,8,3,0,1,5.09,17,24.7,0
24,Male,Alberta,10,110352.56,689,0.0,9416.88,3767.86,2,1,0,1,0,2885.11,28,33,7,8,1,0,-7.47,31,29.75,0
25,Female,Ontario,4,102649.37,653,20682.36,8472.91,1544.67,1,1,0,0,0,1783.36,6,21,1,3,0,0,-5.91,20,11.25,0
55,Male,British Columbia,10,85012.75,755,16078.0,6707.38,2854.67,2,1,0,0,1,2694.94,1,12,2,1,1,0,1.26,36,4.85,0
48,Male,Quebec,1,30312.59,798,71619.73,1864.0,664.83,2,1,1,0,1,2111.13,7,23,6,2,0,0,-16.49,26,12.6,0
50,Female,Ontario,13,86304.09,696,46858.81,6727.77,296.05,1,1,0,0,0,929.86,16,23,0,1,0,0,-1.17,29,18.45,0
58,Female,Alberta,4,52304.86,692,59983.62,3938.71,3691.26,3,0,0,0,1,0.0,19,5,4,1,0,0,4.47,37,14.1,0
49,Female,Quebec,1,65121.79,770,8704.16,5646.32,2941.17,3,1,1,1,0,2028.33,13,24,2,4,0,0,-7.9,26,16.85,0
29,Female,British Columbia,7,40092.21,566,67253.34,3119.78,4122.35,1,1,0,0,1,856.84,19,34,5,3,0,0,-7.61,30,24.25,0
27,Male,Ontario,7,54277.81,574,21718.82,5130.88,2821.79,1,1,0,1,0,1471.47,4,30,1,2,0,0,2.62,48,13.1,0
33,Male,Ontario,10,43058.3,579,47525.35,2756.25,1579.97,2,1,0,0,0,1741.62,22,22,8,4,0,0,-11.01,42,22.0,0
65,Female,British Columbia,14,52365.64,745,37573.3,4415.54,2081.37,2,1,0,0,0,2003.18,41,8,5,1,0,0,16.25,38,29.45,0
28,Female,Ontario,1,80737.53,723,10113.69,6845.28,4737.61,3,1,0,0,1,0.0,36,23,5,2,1,0,-1.82,48,31.45,0
58,Female,Ontario,10,54574.88,768,123000.57,3504.63,3316.4,2,1,0,0,1,2614.33,12,4,0,0,0,0,-11.52,35,9.2,0
22,Male,Quebec,15,97502.48,643,22374.83,7027.01,3332.04,1,0,0,0,0,0.0,39,0,5,1,1,0,-12.77,32,25.35,0
42,Male,Ontario,3,25000.0,711,55636.5,2774.68,3180.27,1,0,0,0,0,0.0,17,0,3,0,0,0,6.84,32,11.05,0
22,Female,Ontario,7,83311.59,786,91546.85,7063.58,3454.73,2,1,0,0,0,1420.99,7,10,0,1,0,1,10.58,7,8.05,0
29,Female,Ontario,3,62152.11,752,7859.65,5502.21,685.29,3,1,0,0,0,1760.84,29,29,1,1,2,0,12.03,33,29.0,0
60,Male,Alberta,10,66362.28,500,73145.12,6759.36,1144.54,1,1,1,0,0,3207.38,2,14,7,3,0,0,18.51,39,6.2,0
68,Female,Ontario,8,69635.44,602,58577.43,5665.49,2011.06,1,0,1,1,0,0.0,25,0,1,0,0,0,1.04,28,16.25,0
22,Male,British Columbia,3,50980.45,656,65734.18,4494.78,3355.4,2,1,0,1,0,3028.27,37,13,6,0,2,1,18.75,5,28.6,0
48,Male,British Columbia,0,46774.47,775,46226.95,2989.0,3770.73,2,0,1,0,1,0.0,26,23,2,1,0,0,-4.7,38,24.95,0
73,Male,Ontario,14,84454.53,685,42527.24,7022.42,1379.97,2,1,0,0,0,1273.89,17,30,0,1,1,0,-9.35,39,21.55,0
40,Female,Alberta,3,52430.94,633,50071.57,4983.1,3148.25,2,1,1,0,1,1904.09,12,3,1,0,0,0,-7.08,31,8.85,1
38,Female,Ontario,7,89683.62,783,37615.08,8312.08,3664.27,2,1,1,0,0,2012.99,25,2,7,5,0,0,-4.82,20,16.95,0
47,Male,Quebec,0,93941.74,555,75728.42,8011.12,2855.39,2,1,0,1,0,1569.24,17,12,0,2,0,0,12.67,29,15.25,0
40,Male,Ontario,9,39308.02,708,0.0,3936.99,3860.24,2,1,1,0,1,1741.4,14,15,5,3,0,0,7.32,25,14.35,0
29,Female,Alberta,0,90411.46,601,84275.47,8224.99,3814.98,3,1,0,1,1,2228.25,35,9,7,1,1,3,16.51,14,25.9,0
59,Female,Ontario,7,35529.38,744,320.78,3156.33,4065.18,4,1,0,0,0,0.0,33,23,1,4,0,0,-14.98,13,29.5,0
47,Male,Ontario,4,40155.6,714,57591.11,3021.93,1368.96,2,0,0,1,0,0.0,35,32,4,2,0,0,-3.7,46,33.95,0
75,Male,British Columbia,1,38832.74,815,11891.02,3041.78,1621.59,3,1,1,0,1,1038.38,22,33,4,0,1,1,5.36,23,25.85,0
50,Male,British Columbia,15,46635.16,483,70888.16,3999.76,1450.36,3,1,0,0,0,2098.0,7,17,0,2,1,0,-12.99,24,10.5,0
62,Male,Ontario,4,68591.78,734,34997.58,5935.79,4152.23,2,0,0,0,1,0.0,41,33,7,1,0,1,16.86,39,38.2,0
71,Female,British Columbia,9,79332.87,781,89644.38,6617.6,3594.36,2,1,0,0,0,1887.59,10,14,4,2,0,0,-4.86,25,11.4,0
72,Male,British Columbia,11,122899.75,724,99071.44,11215.72,4286.73,2,1,0,0,1,1650.35,18,7,5,1,0,1,-2.56,21,14.15,0
64,Female,Ontario,10,84364.41,639,43156.47,6071.53,2377.41,2,1,1,0,0,1751.22,21,25,2,2,0,0,2.78,39,22.4,0
50,Female,Quebec,0,106892.41,786,88599.15,8580.02,808.78,2,1,1,0,0,3635.32,26,3,8,3,0,0,-7.63,34,17.95,0
38,Male,Alberta,1,107869.14,768,60510.82,9847.11,3820.19,2,1,0,0,0,750.81,6,2,0,1,0,0,3.88,29,4.6,0
73,Female,Alberta,11,77855.77,618,26194.72,6514.6,1681.29,1,1,0,0,0,2655.32,10,28,2,2,0,1,-15.58,20,16.3,0
31,Female,British Columbia,2,146164.17,670,89156.31,11321.71,4160.67,3,1,0,1,0,1128.0,42,30,7,3,0,0,8.34,18,37.8,0
75,Female,Quebec,11,44855.73,589,34542.46,3170.55,900.41,2,1,0,0,0,1572.86,31,26,2,2,0,1,6.83,44,29.25,0
29,Male,Quebec,10,54129.99,526,61699.24,3200.38,50.0,2,1,0,1,1,1528.85,16,9,0,3,0,0,-19.92,28,13.55,0
73,Female,British Columbia,8,68699.16,850,53734.96,5882.34,1802.07,2,1,1,1,0,1934.97,15,34,4,1,2,0,5.07,29,21.65,0
72,Female,Ontario,8,91034.12,765,58200.22,7926.88,2558.87,4,1,0,1,0,850.45,35,21,6,3,1,0,5.11,29,30.1,0
31,Female,Ontario,8,53022.69,682,65000.11,4078.2,2786.96,2,1,0,0,0,1724.73,13,7,2,1,0,0,-4.29,41,10.9,0
48,Female,Quebec,14,84687.26,698,59390.87,7655.54,1461.52,2,1,1,0,1,1269.12,33,9,7,3,0,0,13.43,50,24.6,0
40,Male,British Columbia,1,103291.62,684,49377.33,9115.99,3208.11,1,1,1,0,0,0.0,35,20,7,2,0,0,20.62,42,29.75,1
71,Female,Ontario,2,59157.84,661,21528.72,4896.5,3621.44,1,1,0,0,0,338.73,14,17,2,1,0,0,-3.01,10,15.05,0
67,Male,Ontario,3,108527.54,658,11034.12,9119.77,1411.63,4,1,0,1,1,389.66,10,21,1,0,0,0,-7.43,46,13.85,0
45,Male,Ontario,2,118754.74,758,34967.58,9422.79,3491.96,2,1,0,0,1,2422.14,22,28,5,2,0,1,4.19,29,24.1,0
64,Female,Ontario,1,112469.06,696,28564.79,9593.03,1104.61,1,1,0,0,0,812.15,24,3,5,1,1,0,12.57,37,16.65,1
67,Male,Quebec,6,110702.91,706,18868.46,8857.04,2552.79,1,1,1,0,0,2180.31,40,10,3,4,0,0,-12.77,42,29.5,1
75,Male,Ontario,2,58230.14,652,1642.13,4183.49,1893.14,1,1,0,0,0,3318.87,39,1,8,0,0,2,-1.85,1,25.7,0
45,Male,British Columbia,7,73874.32,642,18370.13,7227.74,4051.86,2,0,0,0,1,0.0,4,3,7,0,0,0,-14.34,31,3.65,0
45,Female,British Columbia,4,65761.22,632,65662.86,5576.85,2882.15,2,1,0,0,0,3450.68,25,33,7,0,0,0,-16.03,54,27.8,0
69,Male,Ontario,15,132351.97,719,56754.71,10247.26,2861.79,2,1,1,0,0,4806.52,21,6,4,3,1,0,1.51,18,15.75,0
44,Male,Quebec,9,25000.0,608,0.0,1894.09,3595.02,2,1,1,0,1,1534.37,13,3,4,1,1,0,-15.86,42,9.5,0
39,Female,Ontario,15,48797.55,696,72366.19,3925.3,1819.62,3,1,0,0,0,2466.0,20,0,0,3,0,1,8.99,20,13.0,0
66,Female,Ontario,4,90192.87,649,20602.53,7025.55,4353.1,2,1,1,0,0,2733.68,21,2,6,4,0,2,12.37,18,14.35,0
35,Male,British Columbia,6,52067.46,705,0.0,4670.46,3602.87,1,1,0,0,0,1834.28,0,33,6,1,0,0,-19.42,50,11.55,0
35,Male,Alberta,9,88450.28,658,25686.18,7721.09,1711.91,2,1,1,0,0,1213.26,9,26,3,0,0,0,-5.75,46,14.95,0
26,Female,British Columbia,11,108939.08,641,25157.09,9378.71,1917.03,3,0,0,0,0,0.0,25,12,7,4,0,0,-1.6,29,20.45,0
49,Female,Alberta,11,75920.67,614,64105.44,5262.95,2923.56,3,1,0,0,1,1349.23,14,6,4,2,2,0,-6.39,38,11.2,0
25,Female,Ontario,5,100833.7,678,33334.73,8100.66,1553.93,3,1,0,1,1,370.52,41,30,8,4,0,0,-5.92,48,37.15,0
39,Male,Quebec,10,138153.97,722,72972.92,11612.63,3489.93,2,1,0,0,0,2951.48,11,26,1,0,2,0,-10.0,45,16.25,0
56,Male,Quebec,1,63873.47,703,37070.18,5052.79,1451.32,2,1,0,0,0,2188.46,16,22,7,2,1,0,13.2,25,18.1,1
64,Female,Ontario,1,65319.69,747,31233.54,5959.79,2512.24,2,1,0,1,0,2341.23,39,24,4,3,0,0,15.26,43,33.75,0
61,Female,Ontario,14,69513.44,803,30634.62,6338.81,2867.7,2,1,0,1,0,2544.91,16,27,8,3,0,0,-14.67,64,19.85,0
75,Female,Alberta,3,100462.92,627,30073.87,8662.59,4055.41,3,1,0,0,1,3166.54,32,23,0,1,1,1,-17.72,39,28.85,0
71,Female,Alberta,7,144727.67,676,52270.25,11764.67,3249.53,4,1,0,1,1,1864.43,36,25,7,1,0,0,7.85,44,32.15,0
39,Male,Alberta,13,50788.43,779,83361.93,4890.08,2244.31,1,1,1,0,0,814.2,10,31,6,3,0,1,16.81,32,17.35,0
63,Male,Alberta,6,113606.5,635,0.0,8559.53,1433.74,1,1,0,0,0,566.91,20,29,5,0,1,0,-8.43,42,23.15,1
26,Female,Alberta,14,85669.72,554,57369.5,7252.05,3181.33,2,0,0,0,0,0.0,14,2,6,1,0,0,10.53,51,9.8,1
42,Female,Quebec,1,69843.15,827,86920.94,4725.47,3501.4,3,1,1,0,1,1744.3,1,14,3,1,0,1,25.24,49,5.55,0
24,Female,Alberta,13,116767.83,775,53003.43,8760.34,3002.94,2,1,0,1,1,840.28,11,18,7,1,0,0,5.61,13,13.45,0
32,Female,Ontario,13,124118.24,724,7405.57,9545.79,3699.82,3,1,1,0,0,3602.48,13,12,4,2,0,0,13.04,17,12.65,0
27,Male,British Columbia,1,69282.53,649,66114.94,6228.48,511.2,1,1,1,1,0,2804.93,9,34,4,3,0,0,9.1,24,17.75,0
33,Male,Alberta,4,92546.08,674,23545.17,8877.3,1838.57,1,0,1,0,0,0.0,29,29,7,3,0,0,6.35,16,29.0,0
57,Male,Quebec,7,70205.59,660,53848.82,5181.45,1319.85,1,1,1,0,0,1463.83,1,5,7,1,0,0,-16.57,41,2.4,0
69,Female,Alberta,15,158119.1,850,54652.4,13125.74,3726.22,2,1,0,0,1,183.6,18,17,7,1,1,0,2.41,18,17.65,0
52,Male,Ontario,9,84744.84,696,25631.81,7464.75,1711.11,3,0,0,0,1,0.0,9,25,6,3,1,0,14.27,30,14.6,0
64,Male,British Columbia,3,123082.64,648,0.0,10644.71,4398.24,3,1,0,0,1,1895.27,23,18,5,3,0,1,1.21,32,21.25,0
70,Female,Alberta,1,122758.46,705,53086.68,11585.37,1473.24,1,1,0,1,0,2813.61,14,2,1,3,1,0,3.39,32,9.8,0
69,Male,Ontario,4,46204.4,850,53036.52,3009.46,1335.93,1,1,0,0,0,2254.98,1,14,5,5,0,0,-5.92,36,5.55,0
50,Male,Quebec,7,31771.17,591,96559.25,2282.63,2518.82,3,1,0,1,0,1441.31,41,11,3,1,0,2,-6.67,28,30.5,0
31,Male,Alberta,5,62661.87,841,25644.91,4504.92,2669.61,1,1,1,0,0,2186.26,31,23,1,5,0,0,-13.79,27,28.2,0
31,Female,Quebec,11,98750.13,817,39848.63,7998.5,2915.9,2,1,1,0,0,970.18,25,20,3,3,0,0,-1.39,35,23.25,0
31,Female,British Columbia,13,107517.96,613,50229.42,8942.17,2170.78,2,0,1,0,0,0.0,20,34,4,3,1,0,-9.25,14,24.9,0
38,Female,Ontario,5,87827.92,644,56572.91,7337.85,1810.72,2,1,1,0,0,0.0,29,21,1,1,0,0,-9.51,33,26.2,0
40,Male,Ontario,0,77307.47,609,72705.1,6442.21,441.89,2,1,0,1,0,3325.84,6,5,3,1,0,0,-4.14,42,5.65,1
33,Male,Ontario,2,121170.87,693,6706.01,11056.83,2393.46,1,1,0,0,0,3877.3,4,8,8,1,2,0,-4.37,26,5.4,0
63,Female,British Columbia,13,91281.55,829,0.0,7416.13,905.48,2,1,0,0,0,501.9,14,16,6,1,0,0,-12.32,26,14.7,0
41,Male,Ontario,7,125987.47,557,11629.29,10461.67,2010.74,2,1,0,0,0,2612.96,3,6,6,4,0,0,-12.75,25,4.05,0
22,Female,Quebec,9,115098.89,706,28283.17,9373.28,2571.17,2,0,0,0,1,0.0,2,2,2,1,0,0,15.15,40,2.0,0
74,Female,British Columbia,7,72647.42,589,51148.76,6857.28,4059.95,2,1,0,0,0,1213.56,23,4,1,5,1,0,23.41,39,16.35,0
68,Male,Quebec,11,95420.92,774,38427.44,8270.49,2728.15,4,1,0,0,0,1656.95,31,26,1,0,0,0,-38.97,27,29.25,0
27,Female,British Columbia,6,103638.39,663,91580.8,8929.73,5731.19,3,1,0,0,0,1749.24,44,0,7,7,0,1,10.76,24,28.6,0
41,Male,Ontario,11,57436.53,580,20625.86,5266.35,3483.36,4,1,1,0,1,2650.82,20,10,1,2,0,1,-3.95,22,16.5,0
48,Male,British Columbia,7,94803.53,730,54858.54,8121.56,1804.97,1,1,0,0,1,3147.12,9,8,7,0,0,1,-5.36,33,8.65,0
70,Female,Ontario,0,71509.02,612,4027.55,6641.35,2671.59,2,1,1,0,0,2756.45,18,28,2,1,0,0,-12.87,48,21.5,1
68,Female,British Columbia,5,93971.49,755,77292.48,7298.68,3239.99,1,1,0,0,0,1320.42,2,11,5,2,0,0,-0.63,26,5.15,0
42,Female,Ontario,1,74003.34,707,57524.79,6568.55,4054.78,3,1,0,0,0,2893.19,5,32,1,1,0,0,6.53,57,14.45,0
30,Male,British Columbia,8,80689.13,559,43481.78,6891.41,4427.68,1,0,1,1,0,0.0,27,0,6,2,1,0,-33.27,31,17.55,1
60,Male,Alberta,7,84765.5,792,44793.33,6742.95,3588.04,1,1,1,0,1,440.9,11,4,6,3,1,0,5.54,14,8.55,0
55,Male,British Columbia,2,75858.94,699,62027.51,7241.28,3269.71,2,1,0,0,1,887.06,33,28,0,2,1,0,1.82,47,31.25,1
37,Male,Alberta,4,47389.57,534,32945.06,3972.29,1842.17,2,0,0,1,0,0.0,35,18,0,0,0,1,-5.13,46,29.05,0
45,Male,Alberta,15,87760.18,796,35162.98,7309.17,762.03,4,1,0,1,0,691.57,44,16,2,0,1,0,9.74,1,34.2,0
47,Female,Ontario,2,48435.53,642,38117.96,4529.88,50.0,1,0,1,1,0,0.0,26,0,1,2,0,0,-2.88,14,16.9,0
28,Female,Ontario,9,84917.04,756,0.0,6525.35,5778.06,1,0,0,0,0,0.0,28,23,1,1,0,0,5.2,22,26.25,1
40,Male,British Columbia,9,40464.85,850,33991.48,3990.91,4098.22,2,1,0,1,0,647.25,14,19,4,0,0,0,-16.89,36,15.75,1
68,Female,Alberta,13,74597.7,681,42072.86,4886.09,3185.91,3,0,0,0,1,0.0,39,8,3,0,1,0,-24.51,53,28.15,0
37,Female,Quebec,1,77553.28,681,35593.58,6216.61,830.75,1,1,1,0,1,842.37,38,15,6,0,1,0,4.62,28,29.95,0
49,Female,Ontario,13,133575.11,664,32476.81,10125.98,5181.06,1,1,0,0,1,485.84,28,26,8,1,0,1,11.37,14,27.3,0
49,Male,Ontario,11,102284.96,795,5896.1,8412.49,2191.93,1,0,0,0,0,0.0,26,11,1,1,1,0,-16.0,1,20.75,0
47,Female,Ontario,14,75366.21,658,38020.28,6147.06,1399.22,2,1,1,0,0,1934.6,25,12,8,1,0,0,-18.46,8,20.45,0
